ensemble_id,init_type,energy_rank,energy,rmsd_to_reference_A,pred_e2e_A,pred_rg_A,ref_e2e_A,ref_rg_A
227,random,227,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
228,random,228,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
229,random,229,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
230,random,230,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
231,random,231,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
232,random,232,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
233,random,233,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
234,random,234,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
235,random,235,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
236,random,236,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
237,random,237,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
238,random,238,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
239,random,239,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
240,random,240,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
241,random,241,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
242,random,242,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
243,random,243,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
244,random,244,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
245,random,245,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
246,random,246,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
